filename,width,height,class,xmin,ymin,xmax,ymax
airplane215.jpg,256,256,Airplane,66,113,179,208
airplane216.jpg,256,256,Airplane,25,58,115,145
airplane216.jpg,256,256,Airplane,113,66,214,183
airplane217.jpg,256,256,Airplane,95,143,184,226
airplane217.jpg,256,256,Airplane,74,5,201,138
airplane218.jpg,256,256,Airplane,1,16,105,167
airplane218.jpg,256,256,Airplane,115,2,253,164
airplane219.jpg,256,256,Airplane,1,13,127,179
airplane219.jpg,256,256,Airplane,141,16,256,173
airplane220.jpg,256,256,Airplane,1,104,108,245
airplane220.jpg,256,256,Airplane,132,114,256,235
airplane221.jpg,256,256,Airplane,1,103,130,236
airplane221.jpg,256,256,Airplane,144,69,256,175
airplane222.jpg,256,256,Airplane,147,2,252,104
airplane222.jpg,256,256,Airplane,162,147,241,245
airplane223.jpg,256,256,Airplane,46,48,194,207
airplane224.jpg,256,256,Airplane,107,181,173,251
airplane224.jpg,256,256,Airplane,71,8,183,115
airplane224.jpg,256,256,Airplane,23,93,174,233
airplane225.jpg,256,256,Airplane,79,76,193,188
airplane226.jpg,256,256,Airplane,6,180,100,251
airplane226.jpg,256,256,Airplane,4,106,92,176
airplane226.jpg,256,256,Airplane,27,17,111,103
airplane227.jpg,256,256,Airplane,87,170,168,256
airplane227.jpg,256,256,Airplane,76,70,183,173
airplane227.jpg,256,256,Airplane,85,1,189,70
airplane228.jpg,256,256,Airplane,1,85,83,187
airplane228.jpg,256,256,Airplane,79,98,177,201
airplane228.jpg,256,256,Airplane,160,61,254,174
airplane229.jpg,256,256,Airplane,5,101,120,224
airplane229.jpg,256,256,Airplane,130,13,248,162
airplane230.jpg,256,256,Airplane,73,48,221,200
airplane231.jpg,256,256,Airplane,1,113,100,235
airplane231.jpg,256,256,Airplane,111,77,228,229
airplane232.jpg,256,256,Airplane,27,59,144,223
airplane232.jpg,256,256,Airplane,114,37,249,179
airplane233.jpg,256,256,Airplane,12,99,140,227
airplane233.jpg,256,256,Airplane,143,87,246,212
airplane234.jpg,256,256,Airplane,35,59,154,205
airplane234.jpg,256,256,Airplane,110,25,209,133
airplane235.jpg,256,256,Airplane,1,96,68,187
airplane235.jpg,256,256,Airplane,96,88,181,183
airplane235.jpg,256,256,Airplane,177,73,256,161
airplane236.jpg,256,256,Airplane,72,75,167,193
airplane236.jpg,256,256,Airplane,169,102,238,196
airplane237.jpg,256,256,Airplane,53,53,161,158
airplane238.jpg,256,256,Airplane,21,61,113,162
airplane238.jpg,256,256,Airplane,124,20,252,167
airplane239.jpg,256,256,Airplane,10,67,126,205
airplane239.jpg,256,256,Airplane,143,51,256,176
airplane240.jpg,256,256,Airplane,5,57,130,180
airplane240.jpg,256,256,Airplane,133,77,250,208
airplane241.jpg,256,256,Airplane,50,107,141,196
airplane241.jpg,256,256,Airplane,70,7,189,103
airplane242.jpg,256,256,Airplane,2,115,108,222
airplane242.jpg,256,256,Airplane,130,25,249,162
airplane243.jpg,256,256,Airplane,50,73,173,217
airplane244.jpg,256,256,Airplane,61,46,180,186
airplane245.jpg,256,256,Airplane,100,34,238,188
airplane246.jpg,256,256,Airplane,1,67,92,177
airplane246.jpg,256,256,Airplane,90,97,191,210
airplane246.jpg,256,256,Airplane,184,96,251,170
airplane247.jpg,256,256,Airplane,53,71,152,179
airplane247.jpg,256,256,Airplane,157,102,249,212
airplane248.jpg,256,256,Airplane,1,67,85,155
airplane248.jpg,256,256,Airplane,84,93,167,179
airplane248.jpg,256,256,Airplane,173,113,253,201
airplane249.jpg,256,256,Airplane,3,49,80,135
airplane249.jpg,256,256,Airplane,86,76,171,162
airplane249.jpg,256,256,Airplane,173,98,254,190
airplane250.jpg,256,256,Airplane,1,50,78,130
airplane250.jpg,256,256,Airplane,92,80,169,166
airplane250.jpg,256,256,Airplane,173,106,256,190
airplane251.jpg,256,256,Airplane,53,85,169,194
airplane252.jpg,256,256,Airplane,12,16,115,112
airplane252.jpg,256,256,Airplane,138,117,255,246
airplane253.jpg,256,256,Airplane,92,18,223,161
airplane253.jpg,256,256,Airplane,90,162,198,253
airplane254.jpg,256,256,Airplane,41,100,131,192
airplane254.jpg,256,256,Airplane,145,86,242,193
airplane255.jpg,256,256,Airplane,95,129,219,256
airplane255.jpg,256,256,Airplane,83,1,210,123
airplane256.jpg,256,256,Airplane,128,72,245,193
airplane256.jpg,256,256,Airplane,12,131,141,256
airplane257.jpg,256,256,Airplane,1,120,121,245
airplane257.jpg,256,256,Airplane,139,74,230,182
airplane258.jpg,256,256,Airplane,1,102,93,216
airplane258.jpg,256,256,Airplane,101,40,256,188
airplane259.jpg,256,256,Airplane,1,107,123,248
airplane259.jpg,256,256,Airplane,140,64,256,206
airplane260.jpg,256,256,Airplane,38,86,128,180
airplane260.jpg,256,256,Airplane,140,71,242,182
airplane261.jpg,256,256,Airplane,46,103,135,192
airplane261.jpg,256,256,Airplane,144,87,246,199
airplane262.jpg,256,256,Airplane,73,154,181,248
airplane262.jpg,256,256,Airplane,68,4,206,152
airplane263.jpg,256,256,Airplane,10,11,111,110
airplane263.jpg,256,256,Airplane,140,110,254,251
airplane264.jpg,256,256,Airplane,92,100,159,166
airplane264.jpg,256,256,Airplane,109,146,228,255
airplane265.jpg,256,256,Airplane,1,83,80,159
airplane265.jpg,256,256,Airplane,164,100,256,210
airplane265.jpg,256,256,Airplane,69,9,180,133
airplane266.jpg,256,256,Airplane,39,58,162,180
airplane267.jpg,256,256,Airplane,63,82,147,164
airplane268.jpg,256,256,Airplane,72,73,163,161
airplane269.jpg,256,256,Airplane,21,71,159,220
airplane270.jpg,256,256,Airplane,81,82,173,183
airplane271.jpg,256,256,Airplane,34,87,142,200
airplane272.jpg,256,256,Airplane,14,30,253,242
airplane273.jpg,256,256,Airplane,15,20,256,236
airplane274.jpg,256,256,Airplane,12,21,241,213
airplane275.jpg,256,256,Airplane,78,28,231,214
airplane276.jpg,256,256,Airplane,30,4,224,242
airplane277.jpg,256,256,Airplane,33,23,140,140
airplane277.jpg,256,256,Airplane,43,147,150,246
airplane278.jpg,256,256,Airplane,68,50,201,199
airplane279.jpg,256,256,Airplane,97,2,186,91
airplane279.jpg,256,256,Airplane,92,148,217,255
airplane280.jpg,256,256,Airplane,25,50,175,200
airplane281.jpg,256,256,Airplane,58,47,204,198
airplane282.jpg,256,256,Airplane,52,28,186,165
airplane283.jpg,256,256,Airplane,103,5,203,103
airplane283.jpg,256,256,Airplane,104,157,221,256
airplane284.jpg,256,256,Airplane,62,55,201,203
airplane285.jpg,256,256,Airplane,19,66,178,211
airplane286.jpg,256,256,Airplane,2,73,143,254
airplane286.jpg,256,256,Airplane,139,12,256,151
airplane287.jpg,256,256,Airplane,51,34,256,250
airplane288.jpg,256,256,Airplane,1,42,113,176
airplane288.jpg,256,256,Airplane,180,30,256,130
airplane288.jpg,256,256,Airplane,125,70,215,183
airplane288.jpg,256,256,Airplane,62,147,157,255
airplane289.jpg,256,256,Airplane,1,59,123,209
airplane289.jpg,256,256,Airplane,141,81,249,207
airplane290.jpg,256,256,Airplane,1,72,94,187
airplane290.jpg,256,256,Airplane,94,73,180,173
airplane290.jpg,256,256,Airplane,176,54,256,163
airplane291.jpg,256,256,Airplane,45,9,172,107
airplane291.jpg,256,256,Airplane,23,105,127,223
airplane291.jpg,256,256,Airplane,144,157,243,249
airplane292.jpg,256,256,Airplane,125,101,194,169
airplane292.jpg,256,256,Airplane,140,42,219,114
airplane293.jpg,256,256,Airplane,172,86,245,180
airplane293.jpg,256,256,Airplane,85,88,166,180
airplane293.jpg,256,256,Airplane,7,106,85,187
airplane294.jpg,256,256,Airplane,92,32,158,112
airplane294.jpg,256,256,Airplane,167,6,251,90
airplane294.jpg,256,256,Airplane,77,152,147,240
airplane294.jpg,256,256,Airplane,97,85,228,228
airplane294.jpg,256,256,Airplane,2,48,125,230
airplane295.jpg,256,256,Airplane,25,150,130,252
airplane295.jpg,256,256,Airplane,134,46,256,202
airplane295.jpg,256,256,Airplane,36,7,186,156
airplane296.jpg,256,256,Airplane,53,22,157,123
airplane297.jpg,256,256,Airplane,14,64,130,169
airplane297.jpg,256,256,Airplane,146,57,252,166
airplane298.jpg,256,256,Airplane,34,85,144,183
airplane298.jpg,256,256,Airplane,144,71,251,179
airplane299.jpg,256,256,Airplane,4,95,112,201
airplane299.jpg,256,256,Airplane,117,84,224,187
airplane300.jpg,256,256,Airplane,21,67,132,183
airplane300.jpg,256,256,Airplane,142,67,255,163
airplane301.jpg,256,256,Airplane,81,39,249,232
airplane302.jpg,256,256,Airplane,54,25,237,253
airplane303.jpg,256,256,Airplane,26,20,243,248
airplane304.jpg,256,256,Airplane,100,109,228,256
airplane304.jpg,256,256,Airplane,23,1,215,149
airplane305.jpg,256,256,Airplane,60,91,210,221
airplane306.jpg,256,256,Airplane,20,30,183,186
airplane307.jpg,256,256,Airplane,47,3,246,256
airplane308.jpg,256,256,Airplane,31,61,212,235
airplane309.jpg,256,256,Airplane,33,45,223,245
airplane310.jpg,256,256,Airplane,32,26,218,227
airplane311.jpg,256,256,Airplane,31,45,216,239
airplane312.jpg,256,256,Airplane,41,37,229,242
airplane313.jpg,256,256,Airplane,33,16,252,211
airplane314.jpg,256,256,Airplane,29,57,224,226
airplane315.jpg,256,256,Airplane,49,36,242,243
airplane316.jpg,256,256,Airplane,39,41,199,220
airplane317.jpg,256,256,Airplane,7,17,232,216
airplane318.jpg,256,256,Airplane,15,23,236,212
airplane319.jpg,256,256,Airplane,14,28,203,204
airplane320.jpg,256,256,Airplane,53,71,217,256
airplane321.jpg,256,256,Airplane,34,35,209,234
airplane322.jpg,256,256,Airplane,14,29,221,255
airplane323.jpg,256,256,Airplane,63,64,232,228
airplane324.jpg,256,256,Airplane,12,33,190,226
airplane325.jpg,256,256,Airplane,45,39,226,243
airplane326.jpg,256,256,Airplane,10,12,221,238
airplane327.jpg,256,256,Airplane,5,39,184,243
airplane328.jpg,256,256,Airplane,17,15,231,248
airplane329.jpg,256,256,Airplane,31,35,216,210
airplane330.jpg,256,256,Airplane,24,46,215,233
airplane331.jpg,256,256,Airplane,9,67,192,256
airplane332.jpg,256,256,Airplane,32,28,246,256
airplane333.jpg,256,256,Airplane,11,29,202,242
airplane334.jpg,256,256,Airplane,4,19,208,251
airplane335.jpg,256,256,Airplane,19,29,211,246
airplane336.jpg,256,256,Airplane,18,44,207,227
airplane337.jpg,256,256,Airplane,33,22,206,205
airplane338.jpg,256,256,Airplane,57,27,235,218
airplane339.jpg,256,256,Airplane,40,45,217,223
airplane340.jpg,256,256,Airplane,30,60,206,243
airplane341.jpg,256,256,Airplane,33,60,214,245
airplane342.jpg,256,256,Airplane,8,29,256,255
airplane343.jpg,256,256,Airplane,46,34,217,256
airplane344.jpg,256,256,Airplane,30,55,210,252
airplane345.jpg,256,256,Airplane,43,10,225,206
airplane346.jpg,256,256,Airplane,38,36,150,169
airplane347.jpg,256,256,Airplane,52,80,195,235
airplane348.jpg,256,256,Airplane,21,70,194,188
airplane349.jpg,256,256,Airplane,67,61,235,223
airplane350.jpg,256,256,Airplane,15,128,146,250
airplane351.jpg,256,256,Airplane,47,29,186,198
airplane352.jpg,256,256,Airplane,54,60,213,210
airplane353.jpg,256,256,Airplane,5,92,117,240
airplane353.jpg,256,256,Airplane,125,73,256,233
airplane354.jpg,256,256,Airplane,62,43,205,215
airplane355.jpg,256,256,Airplane,24,25,208,225
airplane356.jpg,256,256,Airplane,27,9,236,246
airplane357.jpg,256,256,Airplane,39,7,241,240
airplane358.jpg,256,256,Airplane,56,24,226,230
airplane359.jpg,256,256,Airplane,24,6,229,245
airplane360.jpg,256,256,Airplane,48,26,216,203
airplane361.jpg,256,256,Airplane,14,30,195,232
airplane362.jpg,256,256,Airplane,47,29,243,226
airplane363.jpg,256,256,Airplane,105,57,252,225
airplane364.jpg,256,256,Airplane,13,1,229,227
airplane365.jpg,256,256,Airplane,61,35,249,235
airplane366.jpg,256,256,Airplane,37,47,224,221
airplane367.jpg,256,256,Airplane,18,1,240,255
airplane368.jpg,256,256,Airplane,15,5,209,212
airplane369.jpg,256,256,Airplane,1,85,167,244
airplane370.jpg,256,256,Airplane,35,21,215,192
airplane371.jpg,256,256,Airplane,29,26,214,194
airplane372.jpg,256,256,Airplane,43,22,198,212
airplane373.jpg,256,256,Airplane,24,5,230,240
airplane374.jpg,256,256,Airplane,40,60,189,248
airplane375.jpg,256,256,Airplane,5,26,190,211
airplane376.jpg,256,256,Airplane,84,81,248,255
airplane377.jpg,256,256,Airplane,2,58,174,219
airplane378.jpg,256,256,Airplane,62,3,212,211
airplane379.jpg,256,256,Airplane,19,26,202,186
airplane380.jpg,256,256,Airplane,75,3,166,87
airplane380.jpg,256,256,Airplane,84,93,176,168
airplane380.jpg,256,256,Airplane,93,173,188,246
airplane381.jpg,256,256,Airplane,64,5,154,85
airplane381.jpg,256,256,Airplane,77,87,179,160
airplane381.jpg,256,256,Airplane,103,173,182,247
airplane382.jpg,256,256,Airplane,26,123,176,248
airplane382.jpg,256,256,Airplane,121,13,222,104
airplane383.jpg,256,256,Airplane,24,138,188,252
airplane383.jpg,256,256,Airplane,41,2,166,106
airplane384.jpg,256,256,Airplane,53,6,212,148
airplane385.jpg,256,256,Airplane,69,4,219,167
airplane386.jpg,256,256,Airplane,142,81,238,195
airplane387.jpg,256,256,Airplane,93,88,211,207
airplane388.jpg,256,256,Airplane,88,78,183,174
airplane389.jpg,256,256,Airplane,74,79,173,185
airplane389.jpg,256,256,Airplane,32,16,115,92
airplane389.jpg,256,256,Airplane,168,37,251,127
airplane390.jpg,256,256,Airplane,24,125,141,256
